title,weight_group_key,assumed_each_weight_oz,assumed_each_weight_lb,assumption_note,source_url,confidence,human_confirmed
PIE BOSTON CRM 10 T&S,SYSCO_CROSS_CAMPUS,,2.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""33 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTA ORECCHIETTE,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE PARM GRATED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHIP TORTILLA RND YEL SLTD,SYSCO_CROSS_CAMPUS,,12.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""12 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE PATTY PRECOOKED 1.5 OZ,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RICE BASMATI WHITE,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPER SWEET DICED MILD,SYSCO_CROSS_CAMPUS,,6.5625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""105 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BACON LAYFLT 14/18 APL GF PR12,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PLANT BASED FLANK STEAK,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CIDER APPLE SPRKLING HER CHAMP,SYSCO_CROSS_CAMPUS,,1.5875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25.4OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SOUP BEAN NATIVE 3 SISTERS,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
EGG WHOLE LIQUID FRZN CF 144IN,SYSCO_CROSS_CAMPUS,,30.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""30 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE KEY WEST LIME COND UNTOPPE,SYSCO_CROSS_CAMPUS,,2.3125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""37 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE PEACH OLD FSHN RTB 10,SYSCO_CROSS_CAMPUS,,2.9375,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""47 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL CHEERIOS HNY NUT GLTN F,SYSCO_CROSS_CAMPUS,,2.4375,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""39 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
TURKEY ROAST RAW WHT/DRK,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF PASTRAMI BTM RND CKD SLI,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CREAMER HALF & HALF ESL,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO FRY SWEET 3/8,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CLEANER DEGRSR HGH TMP GRL RTU,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MOZZ FRSH LOG CRYO,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF ROAST TOP RND SLI C/OFF,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE APPLE DUTCH RTB 10,SYSCO_CROSS_CAMPUS,,2.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""46 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE CHICKEN APPLE LINK 1OZ,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE PUMPKIN T&S 10,SYSCO_CROSS_CAMPUS,,2.6875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""43 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
FRANK BEEF SKINLESS 7,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CROUTON CHEESE&GARLIC HMSTY,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ARTICHOKE HEART 40/50IMP,SYSCO_CROSS_CAMPUS,,5.51155,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 KG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE TERIYAKI GLAZE,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MONTEREY JACK FCY SHRED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN REFRIED VEGTRN DEHY,SYSCO_CROSS_CAMPUS,,1.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""30 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MILK SOY PLAIN 64OZ,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""64OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
TUNA SKPJCK LOW MERCURY TESTED,SYSCO_CROSS_CAMPUS,,2.6875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""43 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN TNDR BRD PCK,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN SHREDDED TINGA CAFE H,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
EGG LIQUID WHL CITACID CGFREE,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ONION RING BEER BATTER 5/8,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MILK SOY UNSWTND ORGANIC,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""64OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
HAM SLICED CKD .5 OZ FRSH,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BANANA FRESH GREEN TIP,SYSCO_CROSS_CAMPUS,,40.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""40LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL KIX BULKPAK,SYSCO_CROSS_CAMPUS,,1.5625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SUGAR BROWN DARK CANE,SYSCO_CROSS_CAMPUS,,50.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""50LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SOUP VEGETABLE CHILI FIERY,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
YOGURT PLAIN GREEK NONFAT,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE SZECHUAN GLUTEN FREE,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""64 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
LID BEVERAGE FLAT CLR BIO CLR,SYSCO_CROSS_CAMPUS,,1.03125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""9-24OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SALSA ROJA RED QUEMADA,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SUNFLOWER KERNEL SHELLED RAW,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SPRING ROLL BANANA TURON,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE CREAM LOAF,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RICE JASMINE,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ENTREE MACARONI & CHEESE,SYSCO_CROSS_CAMPUS,,4.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE VEGAN CHED SHRED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE CHEDDAR MILD PRINT YEL,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE LNK PRCK .8 OZ,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
COCONUT SNOWFLAKE,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MONTEREY JACK FTHR SHRD,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE CUBE CHDR/COJCK/PEP JCK,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5#""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE TURKEY SKLS LK CK .8OZ,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
OLIVE GREEK PITTED MIX,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BACON SLAB SLI 9/13 CT PR12,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN LENTIL BLK,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BOWL PLAS PLA SALAD WITH LID,SYSCO_CROSS_CAMPUS,,1.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""24 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
NUT MIXED NO PEANUT SLTD XFCY,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SOUP BEAN TUSCAN MUSHRM,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RAISIN SEEDLESS SELECT,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MOZZ 80-10-10 SHRD,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL RICE CHEX GLTN FR BLKPK,SYSCO_CROSS_CAMPUS,,2.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""33 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE ASIAGO SHRD 6MO USA,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CORN DOG CHKN MINI HNY BTR .67,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE ORANGE GLUTEN FREE,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""64 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
TURKEY TOM GR A WHL 16-20,SYSCO_CROSS_CAMPUS,,18.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""16-20#""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO PANCAKE MINI,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
OLIVE KALAMATA SLICED,SYSCO_CROSS_CAMPUS,,11.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""11 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
DATE DRIED PITTED CALIFORNIA,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RICE CALROSE,SYSCO_CROSS_CAMPUS,,50.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""50 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE LEMON MERNGE T&S 10,SYSCO_CROSS_CAMPUS,,2.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""46 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PLANTBASED BULK CHORIZO,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPERONI SLICED PK&BF 16SL/OZ,SYSCO_CROSS_CAMPUS,,12.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""12.5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE APPLE HI-PIE RTB 10 IN,SYSCO_CROSS_CAMPUS,,3.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""49 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE APPLE OLD FSHN RTB 10,SYSCO_CROSS_CAMPUS,,3.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""49OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CAKE CARROT GOURM 14CT 9,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""96 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE CHILI HOT SRIRACHA,SYSCO_CROSS_CAMPUS,,1.75,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""28 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN TNDR FRTR GLDN PCK,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE SWISS .75 OZ SLI ON SLI,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN BREAST,SYSCO_CROSS_CAMPUS,,40.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""40 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
DESSERT TIRAMISU,SYSCO_CROSS_CAMPUS,,4.4375,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""71 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE AMER 160 SLI YEL,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPERONI SLICED BEEF 14/OZ,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RICE STICK,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""16 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BACON SLAB SLI13/17CT PR12 FRZ,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
APTZR VEG FALAFEL BALL,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CAKE CARROT BIG LAYR UNSLICED,SYSCO_CROSS_CAMPUS,,8.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""136 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE PECAN SOUTHERN 10 IN,SYSCO_CROSS_CAMPUS,,2.25,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""36 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
